행정동_코드,행정동,기준_년분기_코드,연도,분기,연도분기,상권티어,상권유형,momentum,slope,r2,복합점수_분위,복합점수,트렌드_대표_매출,총_매출,트렌드매출_비중,업종점수,금요효과,주말비중,야간비중,2030비중,임대료,공실률
11110515,청운효자동,20201,2020,1,2020Q1,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.2245862884160756,-1.0509466900310112,3430848334.260729,15611509280,0.2197640390001247,0.4656647355238929,0.8656762260523128,0.1866529802940359,0.2897921606334272,0.3456410293982799,78.0,15.3
11110515,청운효자동,20202,2020,2,2020Q2,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.6170212765957447,0.3568985989219035,5310941929.228343,18298442834,0.2902401028004513,0.4912332749045765,1.335392093440568,0.2200804049029388,0.3120237279639551,0.3656655939907285,78.0,15.3
11110515,청운효자동,20203,2020,3,2020Q3,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.5957446808510638,0.2151716339205706,4624047202.700179,17568744854,0.2631973565059424,0.4886430252896198,1.1765635747730163,0.2150186615146798,0.3148833690154289,0.3521098358709194,78.0,15.3
11110515,청운효자동,20204,2020,4,2020Q4,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.5366430260047281,-0.0213792846569113,4760466095.601957,18070526330,0.2634381538571355,0.5034651594456353,0.8346775354272054,0.218292888926606,0.3000891998368262,0.355727201057126,78.0,15.3
11110515,청운효자동,20211,2021,1,2021Q1,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.910377358490566,2.0560785916009507,6236076930.844248,20399790801,0.3056931804682308,0.5005181482302006,1.693998097717134,0.2448169010024937,0.3309816535309283,0.3681806872564506,78.2,23.0
11110515,청운효자동,20212,2021,2,2021Q2,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.5117924528301887,-0.0397599492822282,7349830355.400962,24633583996,0.2983662611414736,0.5468564243103003,0.8252258867969264,0.2479764586018788,0.3450769752537961,0.3937228040619218,78.2,23.0
11110515,청운효자동,20213,2021,3,2021Q3,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.5707547169811321,0.1311072092205809,7207768897.780556,24733472067,0.2914175930599463,0.5500578298973199,0.7856570175865081,0.2452322640982001,0.3070126914421942,0.4129751840878087,78.2,23.0
11110515,청운효자동,20214,2021,4,2021Q4,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.9198113207547168,2.146113463894988,9123217467.588593,28096750182,0.3247072137699869,0.6035878573552816,1.5156705874438077,0.2599394225200788,0.3276472102064547,0.4017687937885371,78.2,23.0
11110515,청운효자동,20221,2022,1,2022Q1,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.8254716981132075,1.3123523788807203,6606236115.933245,23188035752,0.2848984789651037,0.5623379865142447,1.2236928975930004,0.2401925110245534,0.3091918321016741,0.3922529418739357,86.4,17.2
11110515,청운효자동,20222,2022,2,2022Q2,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.6839622641509434,0.6057051450340543,8826880267.107195,27676469357,0.3189308633716561,0.620174302639465,0.990407600276218,0.2653918625332988,0.3376598069087299,0.3742037153080934,86.4,17.2
